,A,B,과목영역,전공영역,학수번호,교과목명,학점,이수시기,비고
0,교양필수,대학교교양필수,기초교양,,GEB1116,프로네시스 세미나,2.0,1학년(1학기),
1,교양필수,대학교교양필수,기초교양,,GEB1126,문제해결을 위한 글쓰기,3.0,1학년(1학기),
2,교양필수,대학교교양필수,기초교양,,GEB1142,미래사회와 소프트웨어-이공계열,3.0,1학년(2학기),
3,교양필수,대학교교양필수,기초교양,,GEB1107,의사소통 영어,3.0,1학년(2학기),일반과목군(지정 1과목)
4,교양필수,대학교교양필수,기초교양,,GEB1108,의사소통 영어: 중급,3.0,1학년(2학기),일반과목군(지정 1과목)
5,교양필수,대학교교양필수,기초교양,,GEB1109,의사소통 영어: 고급,3.0,1학년(2학기),일반과목군(지정 1과목)
6,교양필수,대학교교양필수,중점교양,,GEB1112,크로스오버 1 : 인간의 탐색,2.0,"1학년(1,2학기)",
7,교양필수,대학교교양필수,중점교양,,GEB1114,크로스오버 3 : 사회의 탐색,2.0,"1학년(1,2학기)",
8,교양필수,학과(부)교양필수,,,,"핵심교양-2.역사, 사상, 문화",3.0,전체,교양교과과정참조
9,교양필수,학과(부)교양필수,,,,"핵심교양-3.문학, 예술, 상징",3.0,전체,교양교과과정참조
10,교양필수,학과(부)교양필수,,,,"핵심교양-4.사회, 제도, 세계",3.0,전체,교양교과과정참조
11,교양필수,학과(부)교양필수,,,,"핵심교양-6.수리, 정보, 기술",3.0,전체,교양교과과정참조
12,교양필수,계열교양영역,계열교양,,MTH1001,일반수학 1,3.0,1학년(1학기),
13,교양필수,계열교양영역,계열교양,,PHY1001,물리학 1,3.0,1학년(1학기),
14,교양필수,계열교양영역,계열교양,,PHY1003,물리학실험 1,1.0,1학년(1학기),
15,전공필수,,건축기술,전공기반,ARC2301,건축구조원리,3.0,1학년(2학기),
16,전공필수,,건축기술,전공기반,ARC2302,건축환경계획,3.0,2학년(1학기),
17,전공필수,,건축기술,전공핵심,ARC2303,건축구조시스템,3.0,2학년(2학기),
18,전공필수,,건축기술,전공핵심,ARC3304,건축재료,3.0,3학년(1학기),
19,전공필수,,건축기술,전공핵심,ARC3305,건축설비시스템,3.0,3학년(2학기),
20,전공필수,,건축기술,전공핵심,ARC4306,건축시공과 관리,3.0,4학년(1학기),
21,전공필수,,건축기술,전공핵심,ARC4307,친환경건축,3.0,4학년(1학기),
22,전공필수,,건축기술,전공집중,ARC4308,빌딩시스템,3.0,4학년(2학기),
23,전공필수,,건축기술,전공기반,ARE1403,건축공학개론,3.0,1학년(1학기),
24,전공필수,,건축설계,전공기반,ARC1201,건축설계 1,3.0,1학년(1학기),
25,전공필수,,건축설계,전공기반,ARC1232,건축설계 2,3.0,1학년(2학기),
26,전공필수,,건축설계,전공핵심,ARC2203,건축설계 3,6.0,2학년(1학기),
27,전공필수,,건축설계,전공핵심,ARC2204,건축설계 4,6.0,2학년(2학기),
28,전공필수,,건축설계,전공핵심,ARC3205,건축설계 5,6.0,3학년(1학기),
29,전공필수,,건축설계,전공핵심,ARC3206,건축설계 6,6.0,3학년(2학기),
30,전공필수,,건축설계,전공핵심,ARC4207,건축설계 7,6.0,4학년(1학기),
31,전공필수,,건축설계,전공집중,ARC4208,건축설계 8,6.0,4학년(2학기),
32,전공필수,,건축설계,전공집중,ARC4209,건축설계 9,6.0,5학년(1학기),
33,전공필수,,건축설계,전공집중,ARC4420,건축설계 10,3.0,5학년(2학기),
34,전공필수,,건축실무,,ARC3110,건축법규,3.0,3학년(2학기),
35,전공필수,,건축실무,,ARC4406,건축실무,3.0,4학년(2학기),
36,전공필수,,건축적사고,전공핵심,ARC2001,디지털미디어 2,3.0,2학년(2학기),
37,전공필수,,건축적사고,전공기반,ARC2002,디지털미디어 1,3.0,2학년(1학기),
38,전공필수,,건축적사고,전공기반,ARC2101,서양건축사,3.0,1학년(2학기),
39,전공필수,,건축적사고,전공핵심,ARC2102,한국건축사,3.0,2학년(1학기),
40,전공필수,,건축적사고,전공핵심,ARC2103,대지와 프로그램,3.0,2학년(2학기),
41,전공필수,,건축적사고,전공핵심,ARC3104,근대건축사,3.0,3학년(1학기),
42,전공필수,,건축적사고,전공핵심,ARC3105,건축디자인방법론,3.0,3학년(1학기),
43,전공필수,,건축적사고,전공핵심,ARC3107,건축과 행태심리,3.0,3학년(2학기),
44,전공필수,,건축적사고,전공집중,ARC4112,건축과 사회,3.0,4학년(2학기),
