course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes
EEE1001-001,EEE1001,001,창의적 전기공학설계,전체,3.0,전공필수,"화10,11,12,수10,11,12(하-601)",이천,상대평가, 
EEE1001-002,EEE1001,002,창의적 전기공학설계,전체,3.0,전공필수,"금4,5,6,7,8,9(하-601)",신영균,상대평가, 
EEE3113-001,EEE3113,001,모터제어,전체,3.0,전공선택,"금13,14,15,16,17,18(하-132)",신영균,상대평가,바쿠대학 학생만 수강
ACE1302-001,ACE1302,001,컴퓨터프로그래밍,1,3.0,교양필수,"금1,2,3,4,5,6,7,8(60주년-809)",윤정희,절대평가, 
ACE1302-002,ACE1302,002,컴퓨터프로그래밍,1,3.0,교양필수,"목1,2,3,4,5,6,7,8(60주년-809)",김영호,절대평가, 
ACE1302-003,ACE1302,003,컴퓨터프로그래밍,1,3.0,교양필수,"목10,11,12,13,14,15,16,17(60주년-809)",김영호,절대평가, 
MTH1001-024,MTH1001,024,일반수학 1,1,3.0,교양필수,"화7,8,9,금4,5,6(5동105A)",김태길,상대평가, 
MTH1001-025,MTH1001,025,일반수학 1,1,3.0,교양필수,"월4,5,6,수1,2,3(5동105B)",전용운,상대평가, 
PHY1001-021,PHY1001,021,물리학 1,1,3.0,교양필수,"월13,14,15,수13,14,15(5동407)",우정석,상대평가, 
PHY1001-022,PHY1001,022,물리학 1,1,3.0,교양필수,"화4,5,6,목7,8,9(60주년-012)",노재우,상대평가, 
PHY1003-022,PHY1003,022,물리학실험 1,1,1.0,교양필수,"월5,6,7,8(5동313)",노재우,절대평가, 
PHY1003-023,PHY1003,023,물리학실험 1,1,1.0,교양필수,"수5,6,7,8(5동315)",정종훈,절대평가, 
ACE1307-001,ACE1307,001,객체지향프로그래밍,2,3.0,교양필수,"목13,14,15,16,17,18(하-121)",장인주,상대평가,선수
ACE2101-019,ACE2101,019,공업수학 1,2,3.0,교양필수,"화10,11,12,금16,17,18(5동115)",정찬석,상대평가,선수
ACE2101-020,ACE2101,020,공업수학 1,2,3.0,교양필수,"월1,2,3,수7,8,9(5동115)",이은경,상대평가,선수
ACE2105-001,ACE2105,001,선형대수,2,3.0,교양필수,"월1,2,3,화1,2,3(하-강당)",원종훈,상대평가, 
