course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes
BUS2101-001,BUS2101,001,재무관리,전체,3.0,전공필수,"화16,17,18,수16,17,18(6-325)",양진영,절대평가,"영어,English"
BUS2101-002,BUS2101,002,재무관리,전체,3.0,전공필수,"월1,2,3,화7,8,9(6-320)",손규현,상대평가, 
BUS2101-003,BUS2101,003,재무관리,전체,3.0,전공필수,"수10,11,12(6-226) /금4,5,6(6-220)",정진영,상대평가, 
BUS2101-004,BUS2101,004,재무관리,전체,3.0,전공필수,"화16,17,18,19,20,21(6-526)",최동현,상대평가, 
BUS2201-001,BUS2201,001,조직행동,전체,3.0,전공필수,"월7,8,9,목10,11,12(6-226)",강대석,상대평가, 
BUS2201-002,BUS2201,002,조직행동,전체,3.0,전공필수,"월10,11,12,목4,5,6(6-226)",강대석,상대평가, 
BUS2201-003,BUS2201,003,조직행동,전체,3.0,전공필수,"목1,2,3,4,5,6(6-126)",홍계훈,상대평가, 
BUS2201-004,BUS2201,004,조직행동,전체,3.0,전공필수,"목13,14,15,16,17,18(6-521)",조민정,상대평가, 
BUS2201-005,BUS2201,005,조직행동,전체,3.0,전공필수,"월1,2,3,4,5,6(6-327)",민정원,절대평가,"영어,English"
BUS2301-001,BUS2301,001,재무회계,전체,3.0,전공필수,"수10,11,12,목10,11,12(6-527)",이수정,절대평가,"영어,English"
BUS2301-002,BUS2301,002,재무회계,전체,3.0,전공필수,"화13,14,15,16,17,18(6-320)",배성미,상대평가, 
BUS2301-003,BUS2301,003,재무회계,전체,3.0,전공필수,"수13,14,15,16,17,18(6-521)",배성미,상대평가, 
BUS2301-004,BUS2301,004,재무회계,전체,3.0,전공필수,"월7,8,9,화7,8,9(6-325)",윤선주,상대평가, 
BUS2303-001,BUS2303,001,관리회계,전체,3.0,전공선택,"월10,11,12,수10,11,12(6-625)",조형진,상대평가, 
BUS2304-001,BUS2304,001,원가회계,전체,3.0,전공선택,"목1,2,3,4,5,6(6-325)",안재환,상대평가, 
BUS2304-002,BUS2304,002,원가회계,전체,3.0,전공선택,"목13,14,15,16,17,18(6-320)",안재환,절대평가,"영어,English"
BUS2401-001,BUS2401,001,오퍼레이션스 매니지먼트,전체,3.0,전공필수,"월10,11,12,화10,11,12(6-220)",박승욱,절대평가,"영어,English"
BUS2401-002,BUS2401,002,오퍼레이션스 매니지먼트,전체,3.0,전공필수,"월1,2,3,4,5,6(6-226)",김연성,상대평가, 
BUS2401-003,BUS2401,003,오퍼레이션스 매니지먼트,전체,3.0,전공필수,"화4,5,6,목4,5,6(6-625)",김성범,상대평가, 
BUS2401-004,BUS2401,004,오퍼레이션스 매니지먼트,전체,3.0,전공필수,"화13,14,15,목13,14,15(6-526)",이돈희,상대평가, 
BUS2501-001,BUS2501,001,마케팅 원론,전체,3.0,전공필수,"화1,2,3,4,5,6(6-226)",임병훈,상대평가, 
BUS2501-002,BUS2501,002,마케팅 원론,전체,3.0,전공필수,"월16,17,18,19,20,21(6-327)",안대천,절대평가,"영어,English"
BUS2501-003,BUS2501,003,마케팅 원론,전체,3.0,전공필수,"월4,5,6,화4,5,6(6-320)",허원무,상대평가, 
BUS2501-004,BUS2501,004,마케팅 원론,전체,3.0,전공필수,"월16,17,18,수16,17,18(6-526)",김민성,상대평가, 
BUS2501-005,BUS2501,005,마케팅 원론,전체,3.0,전공필수,"월13,14,15,16,17,18(6-220)",권영진,상대평가, 
BUS2503-001,BUS2503,001,마케팅원론(NCS과정),전체,3.0,전공선택,"월13,14,15(60주년-509) /월19,20,21(6-226)","전표훈,이재홍",상대평가, 
BUS2601-001,BUS2601,001,경영정보론,전체,3.0,전공필수,"수13,14,15,목13,14,15(6-220)",박규홍,상대평가, 
BUS2601-002,BUS2601,002,경영정보론,전체,3.0,전공필수,"화13,14,15,16,17,18(6-127)",서우종,상대평가, 
BUS2601-003,BUS2601,003,경영정보론,전체,3.0,전공필수,"월10,11,12,수10,11,12(6-327)",허원창,상대평가, 
BUS2601-004,BUS2601,004,경영정보론,전체,3.0,전공필수,"수16,17,18,목16,17,18(6-220)",박규홍,상대평가, 
BUS2601-005,BUS2601,005,경영정보론,전체,3.0,전공필수,"수1,2,3,4,5,6(6-327)",김연태,상대평가, 
BUS2701-001,BUS2701,001,지속가능경영 사례,전체,3.0,전공선택,"화13,14,15,16,17,18(6-521)",김연복,상대평가, 
BUS2701-002,BUS2701,002,지속가능경영 사례,전체,3.0,전공선택,"화1,2,3(6-327) /수1,2,3(6-320)",배성미,상대평가, 
BUS2801-001,BUS2801,001,기업가적 리더십,전체,3.0,전공선택,"목13,14,15,16,17,18(6-126)",홍계훈,상대평가, 
BUS3002-001,BUS3002,001,비즈니스영어 2,전체,3.0,전공필수,"목13,14,15,16,17,18(6-127)",브래넌,상대평가,English
BUS3002-002,BUS3002,002,비즈니스영어 2,전체,3.0,전공필수,"월4,5,6,수4,5,6(6-127)",마이클쿡,상대평가,English
BUS3006-001,BUS3006,001,비즈니스 영어,전체,3.0,전공필수,"수16,17,18,금16,17,18(6-127)",브래넌,상대평가,English
BUS3006-002,BUS3006,002,비즈니스 영어,전체,3.0,전공필수,"월13,14,15,수13,14,15(6-526)",마이클쿡,상대평가,English
BUS3006-003,BUS3006,003,비즈니스 영어,전체,3.0,전공필수,"화1,2,3,목1,2,3(6-127)",마이클쿡,상대평가,English
BUS3007-001,BUS3007,001,Current Events in Business,전체,3.0,전공선택,"화4,5,6,목4,5,6(6-127)",마이클쿡,절대평가,English
BUS3008-001,BUS3008,001,Preparing for the Global Job Market,전체,3.0,전공선택,"월1,2,3,수1,2,3(6-127)",마이클쿡,절대평가,English
BUS3009-001,BUS3009,001,Principles of Financial Literacy,전체,3.0,전공선택,"화10,11,12(6-325) /목10,11,12(6-126)",마이클쿡,절대평가,English
BUS3101-001,BUS3101,001,투자론,전체,3.0,전공선택,"월4,5,6,수1,2,3(6-325)",한재준,상대평가, 
BUS3101-002,BUS3101,002,투자론,전체,3.0,전공선택,"금4,5,6,7,8,9(6-526)",유전무,상대평가, 
BUS3102-001,BUS3102,001,재무정보분석,전체,3.0,전공선택,"수13,14,15,16,17,18(60주년-507)",김락준,상대평가, 
BUS3201-001,BUS3201,001,리더십,전체,3.0,전공선택,"월13,14,15,16,17,18(6-127)",김의철,절대평가,"영어,English"
BUS3203-001,BUS3203,001,경영전략,전체,3.0,전공선택,"화1,2,3,4,5,6(6-521)",오수정,상대평가, 
BUS3301-001,BUS3301,001,중급회계 1,전체,3.0,전공선택,"월1,2,3,수1,2,3(6-625)",조형진,상대평가, 
BUS3301-002,BUS3301,002,중급회계 1,전체,3.0,전공선택,"월4,5,6,수4,5,6(6-625)",조형진,상대평가, 
BUS3302-001,BUS3302,001,세법개론,전체,3.0,전공선택,"월4,5,6,목4,5,6(6-521)",신승묘,상대평가, 
BUS3302-002,BUS3302,002,세법개론,전체,3.0,전공선택,"월7,8,9,목7,8,9(6-521)",신승묘,상대평가, 
BUS3302-003,BUS3302,003,세법개론,전체,3.0,전공선택,"월19,20,21,목19,20,21(6-521)",신승묘,상대평가, 
BUS3303-001,BUS3303,001,중급회계 2,전체,3.0,전공선택,"화4,5,6,목4,5,6(6-220)",진대현,상대평가, 
BUS3403-001,BUS3403,001,서비스 품질경영,전체,3.0,전공선택,"화13,14,15,목13,14,15(6-625)",김성범,절대평가,"영어,English"
BUS3403-002,BUS3403,002,서비스 품질경영,전체,3.0,전공선택,"월7,8,9,화7,8,9(6-526)",김서영,상대평가, 
BUS3405-001,BUS3405,001,경영과학,전체,3.0,전공선택,"월10,11,12,화10,11,12(6-320)",김형기,상대평가, 
BUS3408-001,BUS3408,001,서비스 디자인,전체,3.0,전공선택,"월10,11,12,화10,11,12(6-526)",김서영,상대평가, 
BUS3501-002,BUS3501,002,소비자행동론,전체,3.0,전공선택,"수1,2,3,4,5,6(6-226)",김정원,상대평가, 
BUS3506-001,BUS3506,001,서비스마케팅(NCS과정),전체,3.0,전공선택,"월10,11,12(60주년-507) /월16,17,18(60주년-509)",이재홍,상대평가, 
BUS3508-001,BUS3508,001,제품과 브랜드관리,전체,3.0,전공선택,"화13,14,15,16,17,18(6-226)",김정현,절대평가,"영어,English"
BUS3508-002,BUS3508,002,제품과 브랜드관리,전체,3.0,전공선택,"수16,17,18,19,20,21(6-327)",김정원,상대평가, 
BUS3509-001,BUS3509,001,마케팅채널관리,전체,3.0,전공선택,"화13,14,15,16,17,18(60주년-510)",신현정,상대평가, 
BUS3510-001,BUS3510,001,디지털 마케팅,전체,3.0,전공선택,"월10,11,12(6-521) /수10,11,12(6-220)",김민성,절대평가,"영어,English"
BUS3603-001,BUS3603,001,고객서비스 및 관계경영론,전체,3.0,전공선택,"셀0(웹강의) /수13,14,15(6-320)",김철수,상대평가, 
BUS3603-002,BUS3603,002,고객서비스 및 관계경영론,전체,3.0,전공선택,"셀0(웹강의) /수16,17,18(6-320)",김철수,상대평가, 
BUS3607-001,BUS3607,001,비즈니스 애널리틱스,전체,3.0,전공선택,"월13,14,15,수13,14,15(6-327)",허원창,상대평가, 
BUS3701-002,BUS3701,002,CSR경영전략과 사례,전체,3.0,전공선택,"화4,5,6(6-327) /수4,5,6(6-320)",배성미,상대평가, 
BUS3701-003,BUS3701,003,CSR경영전략과 사례,전체,3.0,전공선택,"수16,17,18,19,20,21(6-126)",신혜미,절대평가,"영어,English"
BUS3804-001,BUS3804,001,비즈니스모델혁신사례,전체,3.0,전공선택,"금4,5,6,7,8,9(6-521)",김현주,상대평가, 
BUS3901-001,BUS3901,001,환대 서비스 개론,전체,3.0,전공선택,"화10,11,12,목10,11,12(6-625)",김성범,절대평가,"영어,English"
BUS3903-001,BUS3903,001,외식경영론,전체,3.0,전공선택,"수13,14,15,금13,14,15(6-127)",브래넌,절대평가,English
BUS3905-001,BUS3905,001,항공 및 여행사 경영론,전체,3.0,전공선택,"금1,2,3,4,5,6(6-320)",정숙엽,상대평가, 
BUS4006-001,BUS4006,001,비즈니스 캡스톤 프로젝트,전체,3.0,전공선택,"월13,14,15,16,17,18(6-320)",허원무,Pass/Fail,경영학과 학생들(3-4학년)만 수강할 수 있는 교과목.
BUS4104-001,BUS4104,001,금융기관경영론,전체,3.0,전공선택,"금13,14,15,16,17,18(6-526)",유전무,상대평가, 
BUS4201-001,BUS4201,001,국제경영,전체,3.0,전공선택,"화10,11,12,목10,11,12(9-217)",박경환,상대평가, 
BUS4203-001,BUS4203,001,노사관계,전체,3.0,전공선택,"목1,2,3,4,5,6(6-320)",정현선,상대평가, 
BUS4301-001,BUS4301,001,연결재무제표론,전체,3.0,전공선택,"화4,5,6,수4,5,6(6-527)",오슬기,상대평가, 
BUS4303-001,BUS4303,001,정부회계,전체,3.0,전공선택,"월7,8,9,화7,8,9(6-220)",최수영,상대평가, 
BUS4501-001,BUS4501,001,광고론,전체,3.0,전공선택,"화13,14,15,16,17,18(6-527)",최규현,상대평가, 
BUS4504-001,BUS4504,001,4.0시대의 마케팅 전략,전체,3.0,전공선택,"금4,5,6,7,8,9(6-126)",윤경희,상대평가, 
BUS4504-002,BUS4504,002,4.0시대의 마케팅 전략,전체,3.0,전공선택,"목13,14,15,16,17,18(9-217)",이승일,상대평가, 
BUS4601-001,BUS4601,001,소셜비즈니스경영론,전체,3.0,전공선택,"수13,14,15,16,17,18(6-625)",김연태,상대평가, 
BUS4601-002,BUS4601,002,소셜비즈니스경영론,전체,3.0,전공선택,"목1,2,3,4,5,6(6-327)",김연태,상대평가, 
BUS4701-002,BUS4701,002,윤리경영 및 사례,전체,3.0,전공선택,"월13,14,15,16,17,18(9-203)",최정철,상대평가, 
BUS4902-001,BUS4902,001,환대산업 마케팅,전체,3.0,전공선택,"수10,11,12,금10,11,12(6-127)",브래넌,절대평가,English
CBA1102-001,CBA1102,001,경영학원론,전체,3.0,교양필수,"셀0(웹강의) /화10,11,12,13(6-126)",서창수,절대평가, 
CBA1102-002,CBA1102,002,경영학원론,전체,3.0,교양필수,"셀0(웹강의) /수10,11,12,13(6-126)",서창수,절대평가, 
CBA1102-003,CBA1102,003,경영학원론,전체,3.0,교양필수,"셀0(웹강의) /화3,4,5,6(6-126)",남기태,절대평가, 
CBA1102-004,CBA1102,004,경영학원론,전체,3.0,교양필수,"셀0(웹강의) /월19,20,21,22(6-126)",김미화,절대평가, 
CBA1102-005,CBA1102,005,경영학원론,전체,3.0,교양필수,"셀0(웹강의) /월3,4,5,6(6-126)",박승욱,절대평가, 
