course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes
ACE1302-007,ACE1302,007,컴퓨터프로그래밍,1,3.0,교양필수,"금9,10,11,12,13,14,15,16(5남238)",이영우,절대평가, 
MTH1001-031,MTH1001,031,일반수학 1,1,3.0,교양필수,"월4,5,6,수1,2,3(5동106B)",손정숙,상대평가, 
PHY1001-027,PHY1001,027,물리학 1,1,3.0,교양필수,"월7,8,9,수7,8,9(5동406)",이재우,상대평가, 
PHY1003-029,PHY1003,029,물리학실험 1,1,1.0,교양필수,"화1,2,3,4(5동313)",권민정,절대평가, 
SES1001-001,SES1001,001,반도체시스템개론,1,3.0,전공필수,"화7,8,9,목7,8,9(2남229)",이영우,상대평가, 
