course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes
BIO1101-003,BIO1101,003,생명과학 1,전체,3.0,교양필수,"화13,14,15,수13,14,15(5서366)",민기식,상대평가, 
BIO1102-005,BIO1102,005,생명과학실험 1,전체,1.0,교양필수,"목13,14,15,16(5북525)",한성규,절대평가, 
MTH1001-037,MTH1001,037,일반수학 1,1,3.0,교양필수,"화10,11,12,목10,11,12(5동107B)",조태창,상대평가, 
OCN1001-001,OCN1001,001,해양학 1,1,3.0,교양필수,"화4,5,6,목4,5,6(60주년-107)",박재훈,상대평가, 
OCN1001-002,OCN1001,002,해양학 1,1,3.0,교양필수,"화7,8,9,목7,8,9(60주년-510)",이관홍,상대평가, 
OCN1011-001,OCN1011,001,해양학실험 1,1,1.0,교양필수,"금5,6,7,8(5북222)",박재훈,절대평가, 
OCN1011-002,OCN1011,002,해양학실험 1,1,1.0,교양필수,"금9,10,11,12(5북222)",이관홍,절대평가, 
PHY1001-032,PHY1001,032,물리학 1,1,3.0,교양필수,"월7,8,9,목1,2,3(5동405)",장우제,상대평가, 
PHY1001-033,PHY1001,033,물리학 1,1,3.0,교양필수,"월1,2,3,수4,5,6(5동407)",최민석,상대평가, 
PHY1003-032,PHY1003,032,물리학실험 1,1,1.0,교양필수,"월13,14,15,16(5동313)",박혜진,절대평가, 
PHY1003-033,PHY1003,033,물리학실험 1,1,1.0,교양필수,"수9,10,11,12(5동315)",류한열,절대평가, 
OCN2101-001,OCN2101,001,해양수학 및 실습,2,3.0,전공필수,"월9,10,11,12(60주년-808) /수13,14,15,16(5서355B)",우승범,절대평가, 
OCN2202-001,OCN2202,001,해저지형학 및 실험,2,3.0,전공선택,"화13,14,15,16,목13,14,15,16(5서355A)",이관홍,절대평가,English
OCN2401-001,OCN2401,001,화학해양학 및 실험,2,3.0,전공필수,"수4,5,6,7,금4,5,6,7(5서355B)",조형미,절대평가, 
OCN2402-001,OCN2402,001,해양환경분석 및 실험,2,3.0,전공선택,"화9,10,11,12,목9,10,11,12(5서355B)",조형미,절대평가, 
OCN2501-001,OCN2501,001,생물해양학 및 실험,2,3.0,전공필수,"월13,14,15,16,수9,10,11,12(5서355B)",김태원,절대평가, 
OCN2602-001,OCN2602,001,어류생물학 및 실험,2,3.0,전공선택,"월1,2,3,4(5서355B) /화1,2,3,4(5서355A)",한경남,절대평가, 
OCN3312-001,OCN3312,001,문제해결형 해양역학자료분석 및 실습,3,3.0,전공선택,"화13,14,15,16,금9,10,11,12(5서355B)",박재훈,절대평가, 
OCN4107-001,OCN4107,001,학사논문작성 및 발표,4,2.0,전공필수,"수13,14,15,16(5서355A)",김태원,Pass/Fail, 
OCN4308-001,OCN4308,001,하구 및 연안물리학,4,3.0,전공선택,"월13,14,15,수10,11,12(5남238)",우승범,절대평가,English
OCN4408-001,OCN4408,001,극지환경과학,4,3.0,전공선택,"화4,5,6,목4,5,6(5서355B)",홍성민,상대평가, 
