,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes
0,CHM1021-008,CHM1021,8,화학 1,1,3.0,교양필수,"월4,5,6,수1,2,3(5동505)",조경철,상대평가, 
1,CHM1028-009,CHM1028,9,화학실험 1,1,1.0,교양필수,"수5,6,7,8(5동510)",소재원,절대평가, 
2,ENV1002-001,ENV1002,1,환경공학개론,1,1.0,전공필수,"수5,6(4-317)","조석연,배재호,황용우,김창균,김정환,전기준,한창석,이한돌",Pass/Fail, 
3,MTH1001-019,MTH1001,19,일반수학 1,1,3.0,교양필수,"화4,5,6,금7,8,9(5동106A)",김경선,상대평가, 
4,PHY1001-018,PHY1001,18,물리학 1,1,3.0,교양필수,"화7,8,9,목1,2,3(5동406)",이승훈,상대평가, 
5,PHY1003-019,PHY1003,19,물리학실험 1,1,1.0,교양필수,"월13,14,15,16(5동315)",이병찬,절대평가, 
6,ACE2101-017,ACE2101,17,공업수학 1,2,3.0,교양필수,"화16,17,18,금10,11,12(5동107B)",정찬석,상대평가,선수
7,ENV2004-001,ENV2004,1,유체역학,2,3.0,전공선택,"월4,5,6,수1,2,3(4-317)",이한돌,절대평가,"영어,English"
8,ENV2005-001,ENV2005,1,환경물리화학,2,3.0,전공선택,"월10,11,12,화10,11,12(2동250)",정용원,상대평가,선수
9,ENV2007-001,ENV2007,1,환경공학계산,2,3.0,전공선택,"화4,5,6,목4,5,6(4-317)",한창석,절대평가,"영어,English"
10,ENV3001-001,ENV3001,1,환경미생물학,3,3.0,전공선택,"화10,11,12,목10,11,12(4-317)",배재호,상대평가, 
11,ENV3104-001,ENV3104,1,물리화학적수처리공정설계,3,2.0,전공필수,"금1,2,3,4,5,6(2동358)",김창균,절대평가, 
12,ENV3104-002,ENV3104,2,물리화학적수처리공정설계,3,2.0,전공필수,"금1,2,3,4,5,6(2동360)",한창석,절대평가, 
13,ENV3104-003,ENV3104,3,물리화학적수처리공정설계,3,2.0,전공필수,"금10,11,12,13,14,15(2동358)",박선영,절대평가, 
14,ENV3110-001,ENV3110,1,물리화학적수처리,3,3.0,전공필수,"월16,17,18,화7,8,9(4-317)",김정환,상대평가, 
15,ENV3110-002,ENV3110,2,물리화학적수처리,3,3.0,전공필수,"월13,14,15,수13,14,15(2동250)",한창석,절대평가,"영어,English"
16,ENV3201-001,ENV3201,1,대기환경학,3,3.0,전공필수,"월10,11,12,수10,11,12(4-317)",조석연,상대평가,선수
17,ENV3206-001,ENV3206,1,환경에너지공학,3,3.0,전공선택,"화4,5,6,목4,5,6(2동250)",전기준,절대평가,"영어,English"
18,ENV3303-001,ENV3303,1,환경경영,3,3.0,전공선택,"화13,14,15,목7,8,9(4-317)",황용우,상대평가, 
19,ENV4002-001,ENV4002,1,환경공학종합설계,4,3.0,전공필수,"목16,17,18,19,20,21(2동250)","조석연,배재호",상대평가, 
20,ENV4002-002,ENV4002,2,환경공학종합설계,4,3.0,전공필수,"목16,17,18,19,20,21(4-317)","황용우,김창균",상대평가, 
21,ENV4002-003,ENV4002,3,환경공학종합설계,4,3.0,전공필수,"목16,17,18,19,20,21(4-313)","김정환,전기준",상대평가, 
22,ENV4012-001,ENV4012,1,소음 및 진동방지,4,3.0,전공선택,"월4,5,6,수4,5,6(4-313)",한범순,상대평가, 
23,ENV4203-001,ENV4203,1,대기오염제어 2,4,3.0,전공선택,"화13,14,15,목13,14,15(2동250)",전기준,상대평가, 
24,ENV4204-001,ENV4204,1,대기오염방지시설설계,4,2.0,전공필수,"월13,14,15,16,17,18(2동358)",전기준,절대평가,선수
25,ENV4204-002,ENV4204,2,대기오염방지시설설계,4,2.0,전공필수,"월13,14,15,16,17,18(2동360)",이한돌,절대평가,선수
26,ENV4403-001,ENV4403,1,토양 및 지하수 복원설계,4,3.0,전공선택,"화10,11,12,목10,11,12(4-313)",김창균,절대평가,"영어,English"
