,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes
0,ASE3014-001,ASE3014,1,가스터빈,전체,3.0,전공선택,"월12,13,14(항공-216) /수15,16,17(항공-217)",이상복,상대평가,선수
1,ASE1040-001,ASE1040,1,항공우주공학개론,1,3.0,전공필수,"월16,17,18,수16,17,18(본관소강당)",이창열,상대평가, 
2,CHM1023-004,CHM1023,4,일반화학,1,3.0,교양필수,"화4,5,6,목7,8,9(5동505)",김민규,상대평가, 
3,CHM1027-005,CHM1027,5,일반화학실험,1,1.0,교양필수,"월9,10,11,12(5동510)",김명웅,절대평가, 
4,CHM1027-006,CHM1027,6,일반화학실험,1,1.0,교양필수,"수9,10,11,12(5동510)",김정호,절대평가, 
5,MTH1001-005,MTH1001,5,일반수학 1,1,3.0,교양필수,"화13,14,15,목13,14,15(5동105A)",김태정,상대평가, 
6,PHY1001-004,PHY1001,4,물리학 1,1,3.0,교양필수,"월1,2,3,수4,5,6(5동406)",김민수,상대평가, 
7,PHY1001-005,PHY1001,5,물리학 1,1,3.0,교양필수,"화1,2,3,목10,11,12(5동406)",이승훈,상대평가, 
8,PHY1003-004,PHY1003,4,물리학실험 1,1,1.0,교양필수,"화9,10,11,12(5동313)",권민정,절대평가, 
9,PHY1003-005,PHY1003,5,물리학실험 1,1,1.0,교양필수,"목1,2,3,4(5동313)",유석재,절대평가, 
10,ACE2101-004,ACE2101,4,공업수학 1,2,3.0,교양필수,"월4,5,6,수4,5,6(항공-216)",이승수,상대평가, 
11,ASE2012-001,ASE2012,1,구조역학,2,3.0,전공필수,"화9,10,11,목9,10,11(항공-216)",이창열,상대평가,선수
12,ASE2012-002,ASE2012,2,구조역학,2,3.0,전공필수,"화12,13,14,목12,13,14",이창열,상대평가,선수
13,ASE2020-001,ASE2020,1,동역학,2,3.0,전공필수,"화4,5,6,목4,5,6(항공-216)",김정호,상대평가, 
14,ASE2055-001,ASE2055,1,열역학,2,3.0,전공필수,"월1,2,3,수15,16,17(항공-216)",노태성,상대평가, 
15,ASE2055-002,ASE2055,2,열역학,2,3.0,전공필수,"월15,16,17,수1,2,3(항공-216)",노태성,상대평가, 
16,ASE2091-001,ASE2091,1,3-D 캐드 및 프린팅,2,2.0,전공선택,"월9,10,11,12,13,14(항공-419A)","이창열,라히미",절대평가, 
17,ASE2091-002,ASE2091,2,3-D 캐드 및 프린팅,2,2.0,전공선택,"수9,10,11,12,13,14",이창열,절대평가, 
18,ASE2100-001,ASE2100,1,항공우주 다학년 프로젝트 1,2,1.0,전공필수,"토1,2,3,4(항공-201)",목성훈,Pass/Fail, 
19,ASE3031-001,ASE3031,1,확률 및 랜덤변수,3,3.0,전공선택,"화9,10,11,목9,10,11",목성훈,상대평가, 
20,ASE3072-001,ASE3072,1,고속공기역학,3,3.0,전공선택,"월9,10,11,수9,10,11(항공-217)",박진석,상대평가,선수
21,ASE3093-001,ASE3093,1,자동제어,3,3.0,전공필수,"화4,5,6,목4,5,6(항공-217)",김종한,상대평가, 
22,ASE3100-001,ASE3100,1,항공우주 다학년 프로젝트 3,3,1.0,전공필수,"토7,8,9,10(항공-204)",목성훈,Pass/Fail, 
23,ASE3112-001,ASE3112,1,항공우주공학실험 1,3,2.0,전공필수,"금9,10,11,12,13,14(항공-419A)",김종한,절대평가, 
24,ASE3222-001,ASE3222,1,항공우주 첨단재료,3,3.0,전공선택,"월4,5,6,수4,5,6(항공-217)",이창열,상대평가, 
25,ASE4052-001,ASE4052,1,전산구조해석,4,3.0,전공선택,"화15,16,17,목15,16,17(항공-419A)",김정호,상대평가,선수
26,ASE4064-001,ASE4064,1,추진기관설계,4,3.0,전공선택,"월9,10,11(항공-216) /수12,13,14(항공-217)",이상복,상대평가,선수
27,ASE4070-001,ASE4070,1,항공기개념설계,4,3.0,전공선택,"화9,10,11,수9,10,11(항공-215)",이승수,상대평가,선수
28,ASE4122-001,ASE4122,1,항공우주종합설계 1,4,2.0,전공필수,"토1,2,3,4,5,6(항공-216)","이승수,박진석",절대평가, 
29,ASE4122-002,ASE4122,2,항공우주종합설계 1,4,2.0,전공필수,"토1,2,3,4,5,6(항공-203)",노태성,절대평가, 
30,ASE4122-003,ASE4122,3,항공우주종합설계 1,4,2.0,전공필수,"토7,8,9,10,11,12(항공-216)","최기영,유창경,김종한,목성훈",절대평가, 
31,ASE4122-004,ASE4122,4,항공우주종합설계 1,4,2.0,전공필수,"토7,8,9,10,11,12(항공-203)","김정호,이창열",절대평가, 
32,ASE4124-001,ASE4124,1,비행동역학 및 제어,4,3.0,전공선택,"화1,2,3,목1,2,3(항공-203)",유창경,상대평가,선수
33,ASE4140-001,ASE4140,1,항공우주요소설계 1,4,3.0,전공선택,"금9,10,11,12,13,14(항공-215)",이성택,상대평가, 
