,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes,rating,department,classroom
940,EDC1100-001,EDC1100,1,교육철학및교육사,전체,2.0,교직과정,[   0    0    0 7680    0    0    0],정기섭,절대평가, ,4.17,기타-사범대 교직과정,{'목': '서-306'}
941,EDC1100-002,EDC1100,2,교육철학및교육사,전체,2.0,교직과정,[30  0  0  0  0  0  0],윤혜성,절대평가, ,4.0,교육학과-교육학,{'월': '서-328'}
942,EDC1100-003,EDC1100,3,교육철학및교육사,전체,2.0,교직과정,[7680    0    0    0    0    0    0],윤혜성,절대평가, ,4.0,교육학과-교육학,{'월': '서-331'}
943,EDC1101-001,EDC1101,1,교육학개론,전체,2.0,교직과정,[122880      0      0      0      0      0      0],윤혜성,절대평가, ,4.71,교육학과-교육학,{'월': '5남505'}
944,EDC1101-002,EDC1101,2,교육학개론,전체,2.0,교직과정,[     0      0      0      0 122880      0      0],최종인,절대평가, ,4.44,기타-사범대 교직과정,{'금': '5동208A'}
945,EDC1104-001,EDC1104,1,교육심리,전체,2.0,교직과정,[   0    0 7680    0    0    0    0],정윤경,절대평가, ,4.15,기타-사범대 교직과정,{'수': '60주년-612'}
946,EDC1104-002,EDC1104,2,교육심리,전체,2.0,교직과정,[  0 240   0   0   0   0   0],정윤경,절대평가, ,4.15,기타-사범대 교직과정,{'화': '60주년-611'}
947,EDC1104-003,EDC1104,3,교육심리,전체,2.0,교직과정,[   0 7680    0    0    0    0    0],정윤경,절대평가, ,4.15,기타-사범대 교직과정,{'화': '60주년-611'}
948,EDC1105-001,EDC1105,1,교육사회,전체,2.0,교직과정,[     0      0 122880      0      0      0      0],배을규,절대평가, ,3.41,기타-사범대 교직과정,{'수': '서-334'}
949,EDC1105-002,EDC1105,2,교육사회,전체,2.0,교직과정,[240   0   0   0   0   0   0],박성희,절대평가, ,3.2,기타-사범대 교직과정,{'월': '5남521'}
950,EDC1105-003,EDC1105,3,교육사회,전체,2.0,교직과정,[      0       0       0 7864320       0       0       0],강선희,절대평가, ,,교육학과-교육학,{'목': '서-401'}
958,EDC2101-001,EDC2101,1,교육과정,전체,2.0,교직과정,[  0 240   0   0   0   0   0],조현영,절대평가, ,,교육학과-교육학,{'화': '서-328'}
959,EDC2101-002,EDC2101,2,교육과정,전체,2.0,교직과정,[240   0   0   0   0   0   0],박진희,절대평가, ,4.1,기타-사범대 교직과정,{'월': '5서360'}
960,EDC2103-001,EDC2103,1,교육방법 및 교육공학,전체,2.0,교직과정,[      0       0       0 7864320       0       0       0],홍영일,절대평가, ,4.48,교육학과-교육학,{'목': '60주년-711'}
961,EDC2103-002,EDC2103,2,교육방법 및 교육공학,전체,2.0,교직과정,[      0       0 7864320       0       0       0       0],홍영일,절대평가, ,4.48,기타-사범대 교직과정,{'수': '60주년-711'}
962,EDC2107-001,EDC2107,1,특수교육학개론,전체,2.0,교직과정,[15360     0     0     0     0     0     0],민기연,절대평가, ,4.56,교육학과-교육학,{'월': '60주년-508'}
963,EDC2107-002,EDC2107,2,특수교육학개론,전체,2.0,교직과정,[  0 240   0   0   0   0   0],정귀순,절대평가, ,4.67,기타-사범대 교직과정,{'화': '5서369'}
964,EDC2107-003,EDC2107,3,특수교육학개론,전체,2.0,교직과정,[    0 15360     0     0     0     0     0],정귀순,절대평가, ,4.67,기타-사범대 교직과정,{'화': '5서369'}
965,EDC3102-002,EDC3102,2,교육평가,전체,2.0,교직과정,[  0 480   0   0   0   0   0],강혜영,절대평가, ,,교육학과-교육학,{'화': '서-237A'}
966,EDC3102-003,EDC3102,3,교육평가,전체,2.0,교직과정,[   0 7680    0    0    0    0    0],강혜영,절대평가, ,,교육학과-교육학,{'화': '서-237A'}
967,EDC3106-001,EDC3106,1,교육행정 및 교육경영,전체,2.0,교직과정,[7680    0    0    0    0    0    0],강경석,절대평가, ,4.77,교육학과-교육학,{'월': '5서369'}
968,EDC3106-002,EDC3106,2,교육행정 및 교육경영,전체,2.0,교직과정,[   0    0 7680    0    0    0    0],강경석,절대평가, ,4.77,교육학과-교육학,{'수': '5서369'}
969,EDC3106-003,EDC3106,3,교육행정 및 교육경영,전체,2.0,교직과정,[122880      0      0      0      0      0      0],고광혁,절대평가, ,4.74,교육학과-교육학,{'월': '60주년-607'}
970,EDC3106-004,EDC3106,4,교육행정 및 교육경영,전체,2.0,교직과정,[  0   0 480   0   0   0   0],강경석,절대평가, ,4.77,기타-사범대 교직과정,{'수': '서-334'}
971,EDC3118-001,EDC3118,1,학생 생활지도 및 상담,4,2.0,교직과정,[7864320       0       0       0       0       0       0],전미경,절대평가, ,,교육학과-교육학,{'월': '5동111'}
972,EDC3311-001,EDC3311,1,학교폭력예방 및 학생의 이해,전체,2.0,교직과정,[7680    0    0    0    0    0    0],정윤경,절대평가, ,4.27,교육학과-교육학,{'월': '60주년-612'}
973,EDC3311-002,EDC3311,2,학교폭력예방 및 학생의 이해,전체,2.0,교직과정,[     0      0 122880      0      0      0      0],지은,절대평가, ,4.31,교육학과-교육학,{'수': '60주년-711'}
974,EDC3311-003,EDC3311,3,학교폭력예방 및 학생의 이해,전체,2.0,교직과정,[   0    0    0 7680    0    0    0],김병준,절대평가, ,3.0,교육학과-교육학,{'목': '서-334'}
975,EDC3311-004,EDC3311,4,학교폭력예방 및 학생의 이해,전체,2.0,교직과정,[     0      0      0      0 122880      0      0],조상현,절대평가, ,5.0,교육학과-교육학,{'금': '서-328'}
978,EDC4108-005,EDC4108,5,교직실무,4,2.0,교직과정,[122880      0      0      0      0      0      0],강경석,절대평가, ,2.0,교육학과-교육학,{'월': '5서369'}
986,EDC4109-010,EDC4109,10,교육실습,4,2.0,교직과정,[      0       0 7864320       0       0       0       0],이용상,절대평가, ,,교육학과-교육학,{'수': '서-306'}
988,EDC4223-001,EDC4223,1,학교현장실습,4,3.0,교직과정,[     0      0      0      0 516096      0      0],"이현우,조미혜,권나영,정이화",절대평가, ,,교육학과-교육학,{'금': '서-306'}
989,EDU1110-001,EDU1110,1,교육학입문,1,3.0,전공필수,[7182    0    0    0    0    0    0],정기섭,상대평가, ,4.15,교육학과-교육학,{'월': '서-334'}
990,EDU1110-002,EDU1110,2,교육학입문,1,3.0,전공필수,[  0 126   0   0   0   0   0],임황규,상대평가, ,,교육학과-교육학,{'화': '서-306'}
991,EDU1160-001,EDU1160,1,교육학 진로탐색,1,1.0,전공필수,[ 0  0 24  0  0  0  0],"강경석,정기섭,손민호,배을규,신주연,이용상,임황규",상대평가, ,,교육학과-교육학,{'수': '서-334'}
992,EDU2111-001,EDU2111,1,교육학논리및논술,2,3.0,전공필수,[     0      0 516096      0      0      0      0],윤혜성,상대평가, ,4.56,교육학과-교육학,{'수': '서-308'}
993,EDU2130-001,EDU2130,1,평생교육경영론,전체,3.0,전공선택,[  0 126   0   0   0   0   0],강선희,상대평가, ,,교육학과-교육학,{'화': '서-334'}
994,EDU2140-001,EDU2140,1,교육학교육론,2,3.0,전공필수,[     0      0      0 516096      0      0      0],손민호,상대평가, ,,교육학과-교육학,{'목': '서-306'}
995,EDU2235-001,EDU2235,1,교육경영론,3,3.0,전공필수,[     0      0 516096      0      0      0      0],강경석,절대평가, ,3.0,교육학과-교육학,{'수': '5서369'}
996,EDU2245-001,EDU2245,1,평생교육론,2,3.0,전공필수,[516096      0      0      0      0      0      0],배을규,절대평가, ,2.38,교육학과-교육학,{'월': '서-306'}
997,EDU2253-001,EDU2253,1,교육기초통계,2,3.0,전공선택,[     0 516096      0      0      0      0      0],이용상,절대평가, ,,교육학과-교육학,{'화': '서-306'}
998,EDU3262-001,EDU3262,1,테크놀로지의교육적활용,2,3.0,전공필수,[126   0   0   0   0   0   0],김미화,절대평가,선수,,교육학과-교육학,{'월': '서-306'}
999,EDU4111-001,EDU4111,1,융합교육의 이해와 교수학습설계,4,3.0,전공선택,[  0   0 126   0   0   0   0],조현영,절대평가, ,,교육학과-교육학,{'수': '서-306'}
1000,EDU4225-001,EDU4225,1,상담심리,4,3.0,전공선택,[7168    0 7168    0    0    0    0],신주연,상대평가, ,5.0,교육학과-교육학,"{'월': '서-306', '수': '서-306'}"
