,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes
0,BUS2101-001,BUS2101,1,재무관리,전체,3.0,전공필수,"화16,17,18,수16,17,18(6-325)",양진영,절대평가,"영어,English"
1,BUS2101-002,BUS2101,2,재무관리,전체,3.0,전공필수,"월1,2,3,화7,8,9(6-320)",손규현,상대평가, 
2,BUS2101-003,BUS2101,3,재무관리,전체,3.0,전공필수,"수10,11,12(6-226) /금4,5,6(6-220)",정진영,상대평가, 
3,BUS2101-004,BUS2101,4,재무관리,전체,3.0,전공필수,"화16,17,18,19,20,21(6-526)",최동현,상대평가, 
4,BUS2201-001,BUS2201,1,조직행동,전체,3.0,전공필수,"월7,8,9,목10,11,12(6-226)",강대석,상대평가, 
5,BUS2201-002,BUS2201,2,조직행동,전체,3.0,전공필수,"월10,11,12,목4,5,6(6-226)",강대석,상대평가, 
6,BUS2201-003,BUS2201,3,조직행동,전체,3.0,전공필수,"목1,2,3,4,5,6(6-126)",홍계훈,상대평가, 
7,BUS2201-004,BUS2201,4,조직행동,전체,3.0,전공필수,"목13,14,15,16,17,18(6-521)",조민정,상대평가, 
8,BUS2201-005,BUS2201,5,조직행동,전체,3.0,전공필수,"월1,2,3,4,5,6(6-327)",민정원,절대평가,"영어,English"
9,BUS2301-001,BUS2301,1,재무회계,전체,3.0,전공필수,"수10,11,12,목10,11,12(6-527)",이수정,절대평가,"영어,English"
10,BUS2301-002,BUS2301,2,재무회계,전체,3.0,전공필수,"화13,14,15,16,17,18(6-320)",배성미,상대평가, 
11,BUS2301-003,BUS2301,3,재무회계,전체,3.0,전공필수,"수13,14,15,16,17,18(6-521)",배성미,상대평가, 
12,BUS2301-004,BUS2301,4,재무회계,전체,3.0,전공필수,"월7,8,9,화7,8,9(6-325)",윤선주,상대평가, 
13,BUS2303-001,BUS2303,1,관리회계,전체,3.0,전공선택,"월10,11,12,수10,11,12(6-625)",조형진,상대평가, 
14,BUS2304-001,BUS2304,1,원가회계,전체,3.0,전공선택,"목1,2,3,4,5,6(6-325)",안재환,상대평가, 
15,BUS2304-002,BUS2304,2,원가회계,전체,3.0,전공선택,"목13,14,15,16,17,18(6-320)",안재환,절대평가,"영어,English"
16,BUS2401-001,BUS2401,1,오퍼레이션스 매니지먼트,전체,3.0,전공필수,"월10,11,12,화10,11,12(6-220)",박승욱,절대평가,"영어,English"
17,BUS2401-002,BUS2401,2,오퍼레이션스 매니지먼트,전체,3.0,전공필수,"월1,2,3,4,5,6(6-226)",김연성,상대평가, 
18,BUS2401-003,BUS2401,3,오퍼레이션스 매니지먼트,전체,3.0,전공필수,"화4,5,6,목4,5,6(6-625)",김성범,상대평가, 
19,BUS2401-004,BUS2401,4,오퍼레이션스 매니지먼트,전체,3.0,전공필수,"화13,14,15,목13,14,15(6-526)",이돈희,상대평가, 
20,BUS2501-001,BUS2501,1,마케팅 원론,전체,3.0,전공필수,"화1,2,3,4,5,6(6-226)",임병훈,상대평가, 
21,BUS2501-002,BUS2501,2,마케팅 원론,전체,3.0,전공필수,"월16,17,18,19,20,21(6-327)",안대천,절대평가,"영어,English"
22,BUS2501-003,BUS2501,3,마케팅 원론,전체,3.0,전공필수,"월4,5,6,화4,5,6(6-320)",허원무,상대평가, 
23,BUS2501-004,BUS2501,4,마케팅 원론,전체,3.0,전공필수,"월16,17,18,수16,17,18(6-526)",김민성,상대평가, 
24,BUS2501-005,BUS2501,5,마케팅 원론,전체,3.0,전공필수,"월13,14,15,16,17,18(6-220)",권영진,상대평가, 
25,BUS2503-001,BUS2503,1,마케팅원론(NCS과정),전체,3.0,전공선택,"월13,14,15(60주년-509) /월19,20,21(6-226)","전표훈,이재홍",상대평가, 
26,BUS2601-001,BUS2601,1,경영정보론,전체,3.0,전공필수,"수13,14,15,목13,14,15(6-220)",박규홍,상대평가, 
27,BUS2601-002,BUS2601,2,경영정보론,전체,3.0,전공필수,"화13,14,15,16,17,18(6-127)",서우종,상대평가, 
28,BUS2601-003,BUS2601,3,경영정보론,전체,3.0,전공필수,"월10,11,12,수10,11,12(6-327)",허원창,상대평가, 
29,BUS2601-004,BUS2601,4,경영정보론,전체,3.0,전공필수,"수16,17,18,목16,17,18(6-220)",박규홍,상대평가, 
30,BUS2601-005,BUS2601,5,경영정보론,전체,3.0,전공필수,"수1,2,3,4,5,6(6-327)",김연태,상대평가, 
31,BUS2701-001,BUS2701,1,지속가능경영 사례,전체,3.0,전공선택,"화13,14,15,16,17,18(6-521)",김연복,상대평가, 
32,BUS2701-002,BUS2701,2,지속가능경영 사례,전체,3.0,전공선택,"화1,2,3(6-327) /수1,2,3(6-320)",배성미,상대평가, 
33,BUS2801-001,BUS2801,1,기업가적 리더십,전체,3.0,전공선택,"목13,14,15,16,17,18(6-126)",홍계훈,상대평가, 
34,BUS3002-001,BUS3002,1,비즈니스영어 2,전체,3.0,전공필수,"목13,14,15,16,17,18(6-127)",브래넌,상대평가,English
35,BUS3002-002,BUS3002,2,비즈니스영어 2,전체,3.0,전공필수,"월4,5,6,수4,5,6(6-127)",마이클쿡,상대평가,English
36,BUS3006-001,BUS3006,1,비즈니스 영어,전체,3.0,전공필수,"수16,17,18,금16,17,18(6-127)",브래넌,상대평가,English
37,BUS3006-002,BUS3006,2,비즈니스 영어,전체,3.0,전공필수,"월13,14,15,수13,14,15(6-526)",마이클쿡,상대평가,English
38,BUS3006-003,BUS3006,3,비즈니스 영어,전체,3.0,전공필수,"화1,2,3,목1,2,3(6-127)",마이클쿡,상대평가,English
39,BUS3007-001,BUS3007,1,Current Events in Business,전체,3.0,전공선택,"화4,5,6,목4,5,6(6-127)",마이클쿡,절대평가,English
40,BUS3008-001,BUS3008,1,Preparing for the Global Job Market,전체,3.0,전공선택,"월1,2,3,수1,2,3(6-127)",마이클쿡,절대평가,English
41,BUS3009-001,BUS3009,1,Principles of Financial Literacy,전체,3.0,전공선택,"화10,11,12(6-325) /목10,11,12(6-126)",마이클쿡,절대평가,English
42,BUS3101-001,BUS3101,1,투자론,전체,3.0,전공선택,"월4,5,6,수1,2,3(6-325)",한재준,상대평가, 
43,BUS3101-002,BUS3101,2,투자론,전체,3.0,전공선택,"금4,5,6,7,8,9(6-526)",유전무,상대평가, 
44,BUS3102-001,BUS3102,1,재무정보분석,전체,3.0,전공선택,"수13,14,15,16,17,18(60주년-507)",김락준,상대평가, 
45,BUS3201-001,BUS3201,1,리더십,전체,3.0,전공선택,"월13,14,15,16,17,18(6-127)",김의철,절대평가,"영어,English"
46,BUS3203-001,BUS3203,1,경영전략,전체,3.0,전공선택,"화1,2,3,4,5,6(6-521)",오수정,상대평가, 
47,BUS3301-001,BUS3301,1,중급회계 1,전체,3.0,전공선택,"월1,2,3,수1,2,3(6-625)",조형진,상대평가, 
48,BUS3301-002,BUS3301,2,중급회계 1,전체,3.0,전공선택,"월4,5,6,수4,5,6(6-625)",조형진,상대평가, 
