,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes
0,ARS1500-001,ARS1500,1,세계디자인여행,전체,3.0,교양필수,"화4,5,6,7,8,9(서-110)",김나운,절대평가, 
1,CDN1001-001,CDN1001,1,H.O.S.T. 미디어랩 1,전체,1.0,전공선택,"월7,8(서-121)",강희라,Pass/Fail,PS 교과목
2,CDN1001-002,CDN1001,2,H.O.S.T. 미디어랩 1,전체,1.0,전공선택,"수7,8(서-121)",조영민,Pass/Fail,PS 교과목
3,CDN1001-003,CDN1001,3,H.O.S.T. 미디어랩 1,전체,1.0,전공선택,"목17,18(서-114)",심윤선,Pass/Fail,PS 교과목
4,CDN1003-001,CDN1003,1,H.O.S.T. 미디어랩 3,전체,1.0,전공선택,"금7,8(서-110)",성상희,Pass/Fail,PS 교과목
5,CDN1003-002,CDN1003,2,H.O.S.T. 미디어랩 3,전체,1.0,전공선택,"금9,10(서-110)",성상희,Pass/Fail,PS 교과목
6,CDN1003-003,CDN1003,3,H.O.S.T. 미디어랩 3,전체,1.0,전공선택,"금11,12(서-110)",성상희,Pass/Fail,PS 교과목
7,CDN1310-001,CDN1310,1,디자인의 원리,1,3.0,전공선택,"화10,11,12,13,14,15(서-110)",김선미,절대평가,(초빙교수)특수교과목
8,CDN1310-002,CDN1310,2,디자인의 원리,1,3.0,전공선택,"화16,17,18,19,20,21(서-110)",김선미,절대평가,(초빙교수)특수교과목
9,CDN1310-003,CDN1310,3,디자인의 원리,1,3.0,전공선택,"목10,11,12,13,14,15(서-116)",김선미,절대평가,(초빙교수)특수교과목
10,CDN1310-004,CDN1310,4,디자인의 원리,1,3.0,전공선택,"목16,17,18,19,20,21(서-116)",김선미,절대평가,(초빙교수)특수교과목
11,CDN1320-001,CDN1320,1,사진과영상,1,3.0,전공선택,"화4,5,6,7,8,9(서-116)",이승언,절대평가, 
12,CDN1320-002,CDN1320,2,사진과영상,1,3.0,전공선택,"화16,17,18,19,20,21(서-116)",이승언,절대평가, 
13,CDN1320-003,CDN1320,3,사진과영상,1,3.0,전공선택,"월16,17,18,19,20,21(서-116)",한수지,절대평가, 
