,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes
0,BNF3104-001,BNF3104,1,20대를 위한 증권투자론,전체,3.0,전공선택,셀0(웹강의),이기환,상대평가, 
1,BNF4402-001,BNF4402,1,재테크설계,전체,3.0,전공선택,셀0(웹강의),이기환,상대평가, 
2,CHM1021-011,CHM1021,11,화학 1,1,3.0,교양필수,셀0(웹강의),김정호,상대평가, 
3,CHM1023-010,CHM1023,10,일반화학,1,3.0,교양필수,셀0(웹강의),이건형,상대평가, 
4,ENR2104-001,ENR2104,1,에너지자원경제,전체,3.0,전공필수,셀0(웹강의),이용길,상대평가, 
5,GEB1112-024,GEB1112,24,크로스오버 1 : 인간의 탐색,2,2.0,교양필수,셀0(웹강의),정연재,Pass/Fail,1학년은 신청 불가
6,GEB1112-025,GEB1112,25,크로스오버 1 : 인간의 탐색,2,2.0,교양필수,셀0(웹강의),정연재,Pass/Fail,1학년은 신청 불가
7,GEB1113-011,GEB1113,11,크로스오버 2 : 자연의 탐색,2,2.0,교양필수,셀0(웹강의),김대찬,Pass/Fail,1학년은 신청 불가
8,GEB1114-010,GEB1114,10,크로스오버 3 : 사회의 탐색,2,2.0,교양필수,셀0(웹강의),유정민,Pass/Fail,1학년은 신청 불가
9,GEB1114-011,GEB1114,11,크로스오버 3 : 사회의 탐색,2,2.0,교양필수,셀0(웹강의),유정민,Pass/Fail,1학년은 신청 불가
10,GEB1116-039,GEB1116,39,프로네시스 세미나,1,2.0,교양필수,셀0(웹강의),"성동기,정연재",Pass/Fail,미래융합대학 전용
11,GEB1126-001,GEB1126,1,문제해결을 위한 글쓰기,1,3.0,교양필수,셀0(웹강의),류수연,상대평가, 
12,GEB1141-001,GEB1141,1,미래사회와 소프트웨어-인문사회계열,1,3.0,교양필수,셀0(웹강의),"김유성,심정섭,이문규,한영신",Pass/Fail, 
13,GEB1141-002,GEB1141,2,미래사회와 소프트웨어-인문사회계열,1,3.0,교양필수,셀0(웹강의),"김유성,심정섭,이문규,한영신",Pass/Fail, 
14,GEB1141-003,GEB1141,3,미래사회와 소프트웨어-인문사회계열,1,3.0,교양필수,셀0(웹강의),"김유성,심정섭,이문규,이경자",Pass/Fail, 
15,GEB1141-004,GEB1141,4,미래사회와 소프트웨어-인문사회계열,1,3.0,교양필수,셀0(웹강의),"김유성,심정섭,이문규,한영신",Pass/Fail,INHA SAFE 프로그램 프리스쿨 전용 분반
16,GEB1142-001,GEB1142,1,미래사회와 소프트웨어-이공계열,1,3.0,교양필수,셀0(웹강의),"김유성,심정섭,이문규,이경자",Pass/Fail, 
17,GEB1143-001,GEB1143,1,미래사회와 소프트웨어-IT계열,1,3.0,교양필수,셀0(웹강의),"김유성,심정섭,이문규",Pass/Fail, 
18,GEB1143-002,GEB1143,2,미래사회와 소프트웨어-IT계열,1,3.0,교양필수,셀0(웹강의),"김유성,심정섭,이문규",Pass/Fail,INHA SAFE 프로그램 프리스쿨 전용 분반
19,GED1009-001,GED1009,1,마음을 움직이는 리더십,전체,3.0,교양선택,셀12(웹강의),김성건,상대평가,※기말 : 6월 23일 15:00 ~ 15:55
20,GED1010-001,GED1010,1,오래된 미래: 동양고전에서의 인간다움,전체,3.0,교양선택,셀8(웹강의),윤인현,상대평가,※기말 : 6월 23일 10:00 ~ 10:55
